"lat","lon","lcl","ucl","median"
42.0513916015625,-87.9042663574219,6.41,12.81,19.22
37.2437515258789,-89.0960464477539,6.57,13.15,19.72
37.5209808349609,-89.0106887817383,6.55,13.1,19.64
37.7983894348145,-88.9245300292969,6.61,13.21,19.82
38.0759811401367,-88.8375473022461,6.59,13.17,19.76
38.3537483215332,-88.7497634887695,6.72,13.44,20.16
38.6316909790039,-88.6611328125,7.28,14.55,21.83
38.9097900390625,-88.571647644043,7.33,14.67,22
39.1880416870117,-88.4813079833984,7.31,14.63,21.94
39.4664497375488,-88.3900909423828,7.43,14.85,22.28
39.7449913024902,-88.2979965209961,7.55,15.09,22.64
40.023681640625,-88.2050018310547,7.62,15.24,22.85
40.3024787902832,-88.111099243164,7.5,15,22.5
40.5814094543457,-88.0162811279297,7.37,14.75,22.12
40.8604507446289,-87.9205169677734,7.44,14.88,22.32
41.1396102905273,-87.8238067626953,4.77,9.54,14.31
41.4188690185547,-87.7261428833008,7.22,14.45,21.67
41.6982116699219,-87.6274795532227,7.4,14.79,22.19
37.175479888916,-88.7483215332031,6.59,13.19,19.78
37.452320098877,-88.6614379882812,6.74,13.48,20.22
37.7293395996094,-88.5737380981445,6.57,13.14,19.71
38.0065498352051,-88.4852066040039,6.81,13.62,20.43
38.2839202880859,-88.3958587646484,7.41,14.81,22.22
38.5614700317383,-88.305648803711,7.3,14.6,21.91
38.839168548584,-88.2145767211914,7.4,14.8,22.19
39.1170196533203,-88.1226425170898,7.38,14.76,22.14
39.3950309753418,-88.0298080444336,7.42,14.84,22.26
39.673168182373,-87.9360885620117,7.57,15.14,22.71
39.9514503479004,-87.8414535522461,7.58,15.16,22.75
40.2298393249512,-87.7459030151367,4.25,8.5,12.75
40.5083618164062,-87.6494064331055,7.46,14.92,22.39
40.7869911193848,-87.5519638061523,6.47,12.93,19.4
41.065731048584,-87.4535522460938,2.26,4.53,6.79
37.1059417724609,-88.4013977050781,6.45,12.9,19.34
37.3823890686035,-88.313003540039,6.53,13.06,19.59
37.6590194702148,-88.2237930297852,7.17,14.34,21.51
37.9358291625977,-88.1337203979492,5.77,11.54,17.31
38.2127990722656,-88.0428085327148,5.93,11.86,17.79
38.4899482727051,-87.9510269165039,7.38,14.76,22.15
38.7672500610352,-87.8583908081055,5.89,11.78,17.67
39.0446891784668,-87.7648620605469,7.39,14.78,22.18
39.3222885131836,-87.6704330444336,6.71,13.42,20.12
39.6000213623047,-87.5751037597656,7.49,14.98,22.48
39.8778800964355,-87.4788436889648,6.96,13.92,20.88
37.0351409912109,-88.0552978515625,6.6,13.21,19.81
37.3111915588379,-87.9654006958008,6.55,13.09,19.64
37.5874214172363,-87.8746566772461,6.88,13.76,20.65
37.8638191223145,-87.783073425293,7.09,14.17,21.26
38.1403999328613,-87.6906280517578,6.92,13.83,20.75
38.4171295166016,-87.597297668457,6.21,12.41,18.62
38.694019317627,-87.5030975341797,6.36,12.71,19.07
38.9710502624512,-87.4079895019531,6.99,13.98,20.97
37.2387199401855,-87.6186218261719,6.67,13.34,20.02
37.5145492553711,-87.526382446289,6.63,13.25,19.88
37.7905387878418,-87.4332809448242,6.19,12.38,18.57
